,headline,rank,comment,participant,sequence,global_index,index,con,newsOrder,word_count
77,Japanese businesses prepare for return of foreign tourists,4,Attractive but feels hollow as it leaves out some of the article's points,4,12,681,uA2ctpMlrPWUQyFhAUak6O0xDEz1,5,7,8
78,"COVID vaccines save millions, but more could have been done.",1,"This is the most attractive and accurate of the group. the whole article discusses how while it did save millions, the WHO and better pushing could have saved so much more",4,13,593,rAr3YBThR4V4YjEjdQMlgbDh3u82,2,8,10
79,"COVID vaccines saved 20M lives in 1st year, scientists say",3,This ignores the message of the article but is attractive. Drops because of clarity/truth miss,4,13,808,original,0,8,10
80,More Lives Could Have Been Saved With Stronger Push For International Vaccination Targets,2,This is second only because of the length and lack of mentioning covid at all within it,4,13,118,AtwFIMCkpLTdyT6zSPsQSMao2uj2,5,8,13
81,Nearly 20 million lives saved by COVID-19 vaccines in first year,5,Tied for 5th due to ignoring the bulk of the article. it is attractive however,4,13,828,gpt3,1,8,11
82,Million Lives Saved by COVID Vaccines in First Year,5,Tied for 5th due to ignoring the bulk of the article. it is attractive however,4,13,177,DfOjhf1GRSZRb9Me3GpdSoJ5Rmp1,3,8,9
83,"-COVID vaccines prevented catastrophic outcomes, new study finds",4,Similar to all that are not my 1 and 2. it is rank 4 becase it is factual but ignores the point of the story that explains how we could have done better,4,13,82,7vtosds1eTQWx6qaDn5FwExnVR63,4,8,8
84,"Public is concerned on the ""mix and match"" covid-19 booster shots. Are they really necessary? ",3,This is slight speculation as it draws the public in when the article itself is more of a general discussion over when to get them and how effective they are,4,14,268,PGukHs4VgoemVfQ8IXeBB4GNrxn2,2,9,15
85,New COVID-19 vaccines on the way: Which one should you choose?,2,This poses a question to the reader which instantly makes it more attractive - it doesn't really speak about the story making it just a little less factual but very clear,4,14,829,gpt3,1,9,11
86,Should you get a COVID-19 booster shot now or wait until fall? Two immunologists help weigh the options,1,"While I couldn't verify that two people were talking (they seemed to be discussing from 1st person), this is the most attractive and clear of the bunch related to the article",4,14,809,original,0,9,18
87,New COVID vaccines offer more options and longer protection,6,"Last only becasue it doesn't mention boosters, a time frame, or any reason to read it (not attractive)",4,14,256,NyunC9C1PYUuRhhMEXBz1YCdMQ02,4,9,9
88,New booster shots on the way to extend COVID protection,4,"Not as attractive and doesn't really draw the reader in, it is factula however",4,14,794,zcTj1C8lA5hhXbeimKr2rjgIfWu2,3,9,10
89,More Options for COVID Booster Shots On The Way,5,"Attractive to some but not to those who never got the shot in the first place, factual but leaves a lot to be deisred as the story covers so much more",4,14,198,IUccO19kQBYLnovtvPkCbJuUIZ22,5,9,9
90,Ancient Charred Remains Reveal Evidence of Earliest Wildfire,2,Second only becasue it doesn't provide much facts or information for the article ahead,4,15,87,7vtosds1eTQWx6qaDn5FwExnVR63,4,15,8
91,Earliest evidence of wildfire found in Wales,4,Not very attractive and leaves out a big piece of the truth which is that it was millions of years old,4,15,815,original,0,15,7
92,"Oldest Evidence of Wildfire Found in South Wales, And Its Fungus",3,Not very attractive and also kind of unclear in writing. Does have facts though,4,15,631,s4wcn5qAGNXbBA81IwDOZEdbNJU2,2,15,11
93,New evidence suggests that wildfires were present on Earth 430 million years ago.,1,"This is attractive, clear, not offensive, and also truthful. Goes on a bit long but still hits harder than the rest",4,15,835,gpt3,1,15,13
94," Marine Setting Preserved Ancient Charcoal, Revealing More About Wildfires and Oxygen Levels on Earth",6,Just pretty boring and not attractive. Very unclear to the typical reader as well I think,4,15,418,Z27Gbj2CLgfRR7JAncHW4raowdB2,5,15,14
95,The evidence of wildfire has been found to date back  million years,4,Not very attractive and talks about it being millions of years old but doesn't specify. Specification would make the headline far more attractive,4,15,296,Q7vRyymjPXPsRTFcFU1pLE6s1Q63,3,15,12
96,Libya's Rival Factions Urged to Reach Agreement on Elections,1,This is the most attractive and clear headline. It conveys what the article is about as the article explains more within it. I wouldn't say most truth filled but it is accurate,4,16,823,gpt3,1,3,9
97,"Libya-Cairo Deal ""Commendable"" After Decade of Conflict",5,Optimistic but also could cause controversy for people who don't find the deal commendable - it tells the audience what to feel before actually reading the article,4,16,624,s4wcn5qAGNXbBA81IwDOZEdbNJU2,2,3,7
98,UN Urges Libya to Hold Elections at Earliest Possible Date,2,"This removes the power from Libya by bringing in the UN. While true, it lowers the attractiveness with a more ""someone told them to do it"" look",4,16,306,RZI4FdNDcbgodjwzKAXc9so6YDW2,4,3,10
99,Libya factions agree on measures for election transition,3,More of an optimistic headline but also not as factual as the others,4,16,755,wyugVT2NFeZtWKOKQ2UpJ5eUF5q2,5,3,8
100,UN chief urges Libya factions to agree on election measures,4,Not attractive but clear,4,16,760,y4Jkz9bu0IfHkFpBhXhTmcYiV0h1,3,3,10
101,UN urges Libya's rivals to agree on elections this week,6,This reads like rivals of Libya versus people within the country. This will lead to confusion whent he story is not about opponents of the country libya but within libya. ALso not very attractive,4,16,803,original,0,3,10
102," New Mexico fire: controlled burn goes horribly wrong, ablaze for weeks ",4,This is attractivebut also leaves out some truths that help the reader understand better,4,17,345,XejxEr2oK8Xk9CTJhxXZwKyEzL73,5,13,11
103,Report: USFS underestimated impact of climate change in planning controlled burn,2,"While attractive, wordiness makes it a bit less clear and the accusatory tone put towards the forest service may cause controversy",4,17,291,Q7vRyymjPXPsRTFcFU1pLE6s1Q63,3,13,11
104,U.S. Forest Service admits climate change miscalculation in New Mexico fire,1,"Attractive, clear, and factual - does put blame on the agency but not accusatory",4,17,813,original,0,13,11
105,US Forest Service employees made several mistakes in planning New Mexico controlled burn,6,"This, while attractive and truthful, puts the blame on the employees of the org versus the org themselves - could cause offense and issues for the workers ",4,17,258,NyunC9C1PYUuRhhMEXBz1YCdMQ02,4,13,13
106,Controlled burn expands to largest wildfire in state history,5,Doesn't specify where or who and is a bit sensationalist. I would say attractive but not very clear or truthful,4,17,57,7WX00yoU07X1UKaG8WH0cYKB25S2,2,13,9
107,Report: U.S. Forest Service Underestimated Climate Change When Planning Controlled Burn,2,"While attractive, wordiness makes it a bit less clear and the accusatory tone put towards the forest service may cause controversy",4,17,833,gpt3,1,13,11
108,"-Reservoir levels in Colorado River dwindle, water shortages expected",3,This is also attractive but lowers the impact of this issue by a lot - doesn't mention how many can be impacted which i think is a more powerful message / will make it more interesting,4,18,241,NyunC9C1PYUuRhhMEXBz1YCdMQ02,4,10,9
109,Moment of reckoning:' Federal official warns of Colorado River water supply cuts,5,Just not attractice and a bit unclear,4,18,810,original,0,10,12
110,25 Million Americans could face water crisis as climate change continues to impact the West.,4,"A bit alarmist as the general reader will see that number and panic versus undersatnding that is a fair sized portion of america. While not unattractive, defintiely could cause unintended issues compared to the messaging in the actual article",4,18,589,rAr3YBThR4V4YjEjdQMlgbDh3u82,2,10,15
111,Coordinated action needed to mitigate climate change,6,"Yes, but not attractive nor does it really touch on what is in the article. Sort of a blanket statement",4,18,662,u5XZg2dMCLUHIVhZ0i9TZIesPx43,3,10,7
112,"""Federal Official Warns of Severe Water Shortages in Western US""",2,This again ist attractive but does't really provide as much deatil as it could,4,18,830,gpt3,1,10,10
113," Climate Change Causing Colorado River to Disappear, leaving Millions of People Without Water",1,This is attractive as well as clear and involves truth from within the document. No offensive verbiage either,4,18,110,AtwFIMCkpLTdyT6zSPsQSMao2uj2,5,10,13
114,Early human ancestors found in South African cave date back  million years,2,Attractive but not as true to the article's information within. This makes it less clear as the article states it found that the ancestors were far older than a million years old but this reads like the are only a million years old,4,19,497,m7KQ8g7gWlSVWMijbFfWYvT4PCt1,4,19,12
115,New method reveals that early human ancestors lived  million years ago,4,More attractive but less accurate as it mentions just a million years when the discovery is about finding out the bodies were OVER a million years older than they thought,4,19,683,uA2ctpMlrPWUQyFhAUak6O0xDEz1,5,19,11
116,Ancient fossils in the 'Cradle of Humankind' are more than 1 million years older than previously thought,1,This is not very attractive but does provide the most factual and clear image of what the article will be,4,19,819,original,0,19,17
117,Burial Dating: The New Technique Helps More Accurately Determine the Evolution of Mankind,5,Not very attractive to common readers and also not 100% truthful to what the article is actually about,4,19,505,oiSOL7I2jnXllXIzwSuF7VwmaVu1,2,19,13
118,researchers use burial dating to accurately date early human fossils,3,"Bland, not very attractive but does contain information from within the article",4,19,839,gpt3,1,19,10
119,New technique allows for more accurate dating of early human fossils,6,"Not attractive at all - needs to be punched up quite a bit, less clear, and not enough pieces from the story to really showcase waht the article is about",4,19,287,Q7vRyymjPXPsRTFcFU1pLE6s1Q63,3,19,11
0,Ancient Charcoal Data Reveals Vegetation and Atmosphere 400 Million Years Ago,5,least accurate description of articles central theme,18,0,11,4G2vztY28Fee0nAkx43fXlepBSg1,2,15,11
1,Charcoal in Welsh mudstone shows wildfire occurred 430 million years ago,2,attractive and descriptive,18,0,158,CHPvD2GusIUzZFAkiOpoRaDU1rE3,5,15,11
2,New evidence suggests that wildfires were present on Earth 430 million years ago.,1,provides most info on central theme,18,0,835,gpt3,1,15,13
3,Charcoal Traces Suggest Giant Fungi Burned in Ancient Wildfire,3,attractive but doesnt relay much information,18,0,766,y4Jkz9bu0IfHkFpBhXhTmcYiV0h1,3,15,9
4,Earliest evidence of wildfire found in Wales,6,relays least amount of info about theme,18,0,815,original,0,15,7
5,Fire in the Silurian: Evidence of the Earliest Wildfires Found in Wales,4,not as attractive as 3 but equally informational,18,0,727,wBQfNRgqvPXLhj8GHPSa7Utdcw03,4,15,12
6,Moderna and Pfizer test updated shots against omicron variant,5,least informative of theme,18,1,299,Q7vRyymjPXPsRTFcFU1pLE6s1Q63,3,6,9
7,U.S. health authorities debate offering new COVID-19 booster shots to better match recent changes in the shape-shifting coronavirus.,6,unattactive and wordy,18,1,826,gpt3,1,6,18
8,Health Authorities in Debate on Modifying Current COVID-19 Boosters,1,attractive and informational,18,1,61,7qDm7De2l7ep8kn8fz4BUF52GF32,2,6,9
9,-US health authorities to debate offering new COVID booster shots this fall,2,most informative but not as attractive as 1,18,1,410,Z27Gbj2CLgfRR7JAncHW4raowdB2,5,6,12
10,FDA to decide on updated COVID booster shots within days,3,accurate but not attractive,18,1,202,LThoEJBs8INX22KfDMJT09LBP8F2,4,6,10
11,US grapples with whether to modify COVID vaccine for fall,4,doesn't best identify the theme,18,1,806,original,0,6,10
12,Qatar's Emir Arrives in Cairo for Talks with President el-Sissi,3,"informative; very standard feel, nothing special",18,2,820,gpt3,1,0,10
13,Qatari Emir Arrives in Cairo for Talks with President el-Sissi,3,same as above,18,2,672,u5XZg2dMCLUHIVhZ0i9TZIesPx43,3,0,10
14,Qatar's emir in Cairo for 1st time since Arab spat resolved,5,informative but not as tasteful as others,18,2,800,original,0,0,11
15,$5 billion invested into Egypt may have gone down the drain.,6,not in good taste,18,2,261,PGukHs4VgoemVfQ8IXeBB4GNrxn2,2,0,11
16,Qatari Emir meets with President el-Sissi to discuss regional issues,2,not quite as decriptive or informative as 1,18,2,253,NyunC9C1PYUuRhhMEXBz1YCdMQ02,4,0,10
17,Egypt and Qatar Seek to Improve Relations Ahead of Biden's Middle East Trip,1,most TACTful and informative,18,2,105,AtwFIMCkpLTdyT6zSPsQSMao2uj2,5,0,13
18,Global Fertilizer Shortage Fuels Fears of Food Scarcity,5,least attractive,18,3,397,Z1Iwjxc3JTVX87gD9pHXNdu3ubs2,2,4,8
19,Fertiliser shortage could push an additional seven million people into food scarcity,6,most wordy. Sounds more like an opening sentence than a headline,18,3,206,LThoEJBs8INX22KfDMJT09LBP8F2,4,4,12
20,Tanzania farmers struggling to keep crops alive amid global fertiliser shortage,2,informative but wordy,18,3,824,gpt3,1,4,11
21,Fertiliser shortage hits African farmers battling food crisis,1,most sttractive,18,3,804,original,0,4,8
22,Global fertilizer shortage threatens African farmers,3,could include more info,18,3,751,wyugVT2NFeZtWKOKQ2UpJ5eUF5q2,5,4,6
23,Tanzanian farmers battle to keep business alive amid global fertiliser shortage,4,similar to 3 but doesnt grab attention,18,3,644,sMExRMBJO2MNl0xTfoKBQwuWYIG3,3,4,11
24," Forest Service must adapt to climate change to prevent future disasters, report says",2,tactful and TASTE,18,4,169,DfOjhf1GRSZRb9Me3GpdSoJ5Rmp1,3,13,13
25,Climate change made controlling New Mexico wildfire much harder than expected,3,least attractive,18,4,752,wyugVT2NFeZtWKOKQ2UpJ5eUF5q2,5,13,11
26,Report: U.S. Forest Service Underestimated Climate Change When Planning Controlled Burn,1,informative and most attractive,18,4,833,gpt3,1,13,11
27,US Forest Service employees made several mistakes in planning New Mexico controlled burn,6,wordy with negative undertones,18,4,258,NyunC9C1PYUuRhhMEXBz1YCdMQ02,4,13,13
28,U.S. Forest Service admits climate change miscalculation in New Mexico fire,5,sets a negative tone,18,4,813,original,0,13,11
29,Climate Change to Blame in Largest Wildfire in New Mexico History,4,doesnt accurately describe central theme,18,4,65,7qDm7De2l7ep8kn8fz4BUF52GF32,2,13,11
30,From water pollution to climate change: the hidden environmental cost of America's lawns,6,informative but least attractive,18,5,368,YhliNBQ7AXhv9ccM5JCdenUVv0u1,4,12,13
31,Why American Lawns Are Bad for the Environment,2,most attractive,18,5,832,gpt3,1,12,8
32,Climate change: Lawns are a bigger problem than you think,3,informative but standard,18,5,115,AtwFIMCkpLTdyT6zSPsQSMao2uj2,5,12,10
33,"Leaf blowers, lawn mowers and fertilizer: How lawns contribute to climate change",1,grabs attention and makes you want to read more,18,5,812,original,0,12,12
34,The dark side of the American lawn: how our obsession is harming the environment,4,accurate but not attractive,18,5,645,sMExRMBJO2MNl0xTfoKBQwuWYIG3,3,12,14
35,We reap what we mow? Research shows keeping a tidy lawn actually can have adverse effects on our planet.,4,accurate but not attractive,18,5,599,rAr3YBThR4V4YjEjdQMlgbDh3u82,2,12,19
36,Army National Guard Vaccination Deadline Passes with Thousands Unvaccinated,2,informative and attractive,18,6,319,RZI4FdNDcbgodjwzKAXc9so6YDW2,4,5,9
37,Army National Guard Faces Recruiting Crisis Amid Covid Vaccine Deadline,1,most accurate and attention grabbing,18,6,825,gpt3,1,5,10
38,Troops to Face No Consequences For Being Unvaccinated,6,inaccurate description of theme,18,6,513,oiSOL7I2jnXllXIzwSuF7VwmaVu1,2,5,8
39,National Guard recruitment crisis may allow unvaccinated troops to remain in service,3,informative but unattractive,18,6,151,CHPvD2GusIUzZFAkiOpoRaDU1rE3,5,5,12
40,Unit commanders may be allowed to keep unvaccinated troops if they complete their administrative processes,4,informative but wordy and unattractive; doesn't grab attention,18,6,280,Q7vRyymjPXPsRTFcFU1pLE6s1Q63,3,5,15
41,Deadline passes and 1 in 10 Army National Guard soldiers still unvaccinated for Covid. Will they be expelled?,5,almost too informative and not attractive,18,6,805,original,0,5,18
42,"""Federal Official Warns of Severe Water Shortages in Western US""",4,accurate but not attractive,18,7,830,gpt3,1,10,10
43,Climate Change Causing Water Usage Restrictions in Western United States,3,informative very standard,18,7,68,7qDm7De2l7ep8kn8fz4BUF52GF32,2,10,10
44,megadrought creates water scarcity crisis in the West,5,not as clear as others,18,7,708,uIQjNU1bgVfp0K8B7po65McKCZF2,5,10,8
45," Drought Conditions Worsen, Reservoirs Drop to Critical Levels",1,"attractive, informative, clear",18,7,29,7JxCyzwb75XSvEX7Bd8owuOlaPN2,3,10,8
46,Moment of reckoning:' Federal official warns of Colorado River water supply cuts,6,negative with little information,18,7,810,original,0,10,12
47,"-Reservoir levels in Colorado River dwindle, water shortages expected",2,informative and accurate,18,7,241,NyunC9C1PYUuRhhMEXBz1YCdMQ02,4,10,9
48,Baby Woolly Mammoth Found Nearly Whole in Canada,6,least attractive and least informative,18,8,489,m7KQ8g7gWlSVWMijbFfWYvT4PCt1,4,17,8
49,A Stunningly Preserved Woolly Mammoth Calf Discovered in Northwestern Canada,1,very attractive and informative,18,8,764,y4Jkz9bu0IfHkFpBhXhTmcYiV0h1,3,17,10
50,Amazing' Discovery Made of Woolly Mammoth in Canada,4,"nothing wrong, very standard",18,8,385,Z1Iwjxc3JTVX87gD9pHXNdu3ubs2,2,17,8
51,Intact wooly mammoth baby uncovered in northwestern Canada,2,informative but not as attractive as 1,18,8,817,original,0,17,8
52,"In a Groundbreaking Discovery, a Woolly Mammoth Calf is Unearthed in Yukon ",3,attractive but standard,18,8,342,XejxEr2oK8Xk9CTJhxXZwKyEzL73,5,17,12
53,"30,000-year-old baby woolly mammoth found in Canada",5,needs more detail,18,8,837,gpt3,1,17,7
54,Theresa May Slams Boris Johnson's Plan to Override Brexit Deal,5,not informative of central theme,18,9,734,wBQfNRgqvPXLhj8GHPSa7Utdcw03,4,1,10
55,United Kingdom fears their reputation may be damaged.,6,uninfortative and unclear,18,9,260,PGukHs4VgoemVfQ8IXeBB4GNrxn2,2,1,8
56,UK MPs vote to allow Boris Johnson's Brexit bill to move forward,3,multiple abbreviations at beginning make less clear and attractive,18,9,239,LoDaQFokdGWa9TWBH61EBRf6Q272,5,1,12
57,UK Plan to Override Brexit Deal Passes Hurdle With Tory Dissent,2,attractive and informative,18,9,801,original,0,1,11
58,Boris Johnson's Brexit Bill Clears Hurdle Despite Opposition from MPs,1,well-written and informative,18,9,565,qiebo7O3TBach9qu1AqrWu2cAB23,3,1,10
59,"Boris Johnson Proposes Bill to Override Brexit Deal, Causing divisions Within Tory Party",4,informs but wordy and less clear than others,18,9,821,gpt3,1,1,13
60,"""23.4% of the Global Ocean Floor Has Been Mapped""",2,informative and attractive,18,10,836,gpt3,1,16,9
61,"Mapping the Seafloor - Locals, Autonomous Technology, or Archives. How Will We Do It?",3,standard but less informative,18,10,503,oiSOL7I2jnXllXIzwSuF7VwmaVu1,2,16,14
62,The importance of mapping the ocean floor,6,no information; unattractive,18,10,207,LThoEJBs8INX22KfDMJT09LBP8F2,4,16,7
63," Better seafloor maps help us with navigation and conservation, among many other uses",4,informs but unattractive; boring,18,10,293,Q7vRyymjPXPsRTFcFU1pLE6s1Q63,3,16,13
64,Mapping the Ocean Floor: Why It Matters and How We're Doing It,1,Most attention grabbing and attractive,18,10,416,Z27Gbj2CLgfRR7JAncHW4raowdB2,5,16,12
65,Nearly a quarter of Earth's seafloor now mapped,4,informs but unattractive; boring,18,10,816,original,0,16,8
66,U.S.-Iran nuclear negotiations in Qatar end without breakthrough,1,most attractive informative and clear,18,11,802,original,0,2,8
67," Indirect talks between Iran and the US have ended in Doha, Qatar, with no sign of a breakthrough in efforts to revive a  nuclear deal, raising the risk of a potential confrontation with Tehran in coming months",6,same information as other with way too many words,18,11,797,zcTj1C8lA5hhXbeimKr2rjgIfWu2,3,2,37
68,US and Iran deadlocked in nuclear talks,3,standard but less information,18,11,748,wyugVT2NFeZtWKOKQ2UpJ5eUF5q2,5,2,7
69,U.S.-Iran talks fail to revive nuclear deal,4,same as 3 but more nagtive tone,18,11,324,Wx36eLMUh5MenqUT6Un7QYDhP5c2,2,2,7
70,Indirect Talks Between Iran and U.S. End Without Breakthrough,2,informs but less clear than 1,18,11,822,gpt3,1,2,9
71,Stalemate in Iran nuclear talks,5,"very little information, not clear or attractive",18,11,470,lSToD6u7LuZJk20NqhMUk3jy22S2,4,2,5
72,Rival Libyan factions come to the table in Egypt amidst ongoing turmoil from NATO sanctioned Gadhafi ouster.,6,too much info to follow clearly,18,12,597,rAr3YBThR4V4YjEjdQMlgbDh3u82,2,3,17
73,UN Urges Libya's Rival Factions To Agree On Transition To Elections,3,same as bottom #3,18,12,572,qiebo7O3TBach9qu1AqrWu2cAB23,3,3,11
74,UN urges Libya's rivals to agree on elections this week,3,standard and informative,18,12,803,original,0,3,10
75,UN Calls for National Reconciliation Efforts in Libya,1,attractive and informative,18,12,400,Z27Gbj2CLgfRR7JAncHW4raowdB2,5,3,8
76,UN urges Libya's rival factions to agree on transition to elections,3,standard and informative,18,12,361,YhliNBQ7AXhv9ccM5JCdenUVv0u1,4,3,11
77,Libya's Rival Factions Urged to Reach Agreement on Elections,2,slightly less informative than 1,18,12,823,gpt3,1,3,9
78,Moment of reckoning:' Federal official warns of Colorado River water supply cuts,5,not very informative,18,13,814,original,0,14,12
79,Colorado River Reservoirs Diminish to Record-Low Levels Creating Water Shortages,3,informative but not as attention grabbing,18,13,180,IUccO19kQBYLnovtvPkCbJuUIZ22,5,14,10
80,Federal official warns of water shortages in Western US due to drought,2,less attractive than 1,18,13,313,RZI4FdNDcbgodjwzKAXc9so6YDW2,4,14,12
81,Drought to cut water supply to Western states,6,"unattractive, uninformative, least clear",18,13,323,Wx36eLMUh5MenqUT6Un7QYDhP5c2,2,14,8
82,Drought in the West: Federal Official Warns of Critical Levels at Major Reservoirs,1,"most attractive, informative, and clear",18,13,678,u5XZg2dMCLUHIVhZ0i9TZIesPx43,3,14,13
83,Revelation at Senate Hearing: Seven-State Drought crisis caused by Climate Change,4,less clear,18,13,834,gpt3,1,14,11
84,Giant new species of bacteria found in Caribbean mangrove!,1,eye-catching and informative,18,14,685,uA2ctpMlrPWUQyFhAUak6O0xDEz1,5,18,9
85,New species of bacteria challenges what we know about microbes,3,"standard, doewsn't provide much info",18,14,91,7vtosds1eTQWx6qaDn5FwExnVR63,4,18,10
86,Photo shows newly-discovered bacteria so large they are visible to the naked eye,2,eye-catching but less info about central theme,18,14,818,original,0,18,13
87,Scientists Discover New Bacteria That's the Size of a Human Eyelash,4,attractive but doesnt describe the central theme best,18,14,838,gpt3,1,18,11
88,This new bacteria is the biggest ever seen and it's right under our noses,6,least clear and uninformative,18,14,34,7JxCyzwb75XSvEX7Bd8owuOlaPN2,3,18,14
89,Caribbean Mangrove: The Biggest Bacteria Discovered Yet,5,less information than others,18,14,527,oniGMuSHR1Uxz4qKvfoKSPke6Z32,2,18,7
90,Japan Braces for Return of Foreign Tourists with English-Speaking Rickshaw Drivers,4,too much info not quite on theme,18,15,827,gpt3,1,7,11
91," COVID Restrictions Gradually Loosening in Japan, Allowing for Return of Tourists",2,informs but isn't as attractive,18,15,432,cOwKyYY29hRbhE9JwZyRBaPNgna2,4,7,11
92,Japan Prepares for American Tourists,2,informs but American's should be Foreign instead so not completely accurate,18,15,77,7qDm7De2l7ep8kn8fz4BUF52GF32,2,7,5
93,"As COVID fears ebb, Japan readies for tourists from abroad",5,not attractive,18,15,807,original,0,7,10
94," In Preparation for Foreign Tourists' Return, Japanese Rickshaw Men Add English-Speaking Staff ",6,least about central theme,18,15,125,CFhnIRlNuSSnz5UpZM17jMA3pUg1,5,7,12
95,Japan Braces for Return of Foreign Tourists,1,attractive and to the point- could include a bit more info,18,15,24,7JxCyzwb75XSvEX7Bd8owuOlaPN2,3,7,7
96,Should you get a COVID-19 booster shot now or wait until fall? Two immunologists help weigh the options,5,unclear,18,16,809,original,0,9,18
97,Mixing and matching COVID vaccines may provide more robust protection,4,standard but only half the central theme,18,16,660,u5XZg2dMCLUHIVhZ0i9TZIesPx43,3,9,10
98,Current COVID vaccine protection wanes over time,6,"least informative, unattractive, unclear about theme",18,16,338,Wx36eLMUh5MenqUT6Un7QYDhP5c2,2,9,7
99," COVID  vaccines still effective, but booster shots needed to extend protection",3,standard,18,16,80,7vtosds1eTQWx6qaDn5FwExnVR63,4,9,11
100,New COVID-19 vaccines on the way: Which one should you choose?,1,attractive and informative,18,16,829,gpt3,1,9,11
101,-New vaccines on the way to extend COVID  protection,2,less attractive than 1,18,16,229,LoDaQFokdGWa9TWBH61EBRf6Q272,5,9,9
102,Climate Change Disasters Pile Up as Temperatures Continue to Rise,5,unclear,18,17,831,gpt3,1,11,10
103,"It's not summer yet, but climate change is already showing its teeth in 2022",6,least information and unclear,18,17,811,original,0,11,14
104,Thousands of Cows Dead in Kansas Amid Record-Breaking Heat Wave,2,informs about a lesser part of theme,18,17,673,u5XZg2dMCLUHIVhZ0i9TZIesPx43,3,11,10
105,"Loss of 2,000 Cows Latest Evidence of Climate Change",3,less info than 2,18,17,381,Z1Iwjxc3JTVX87gD9pHXNdu3ubs2,2,11,9
106,Heat Wave Claims Thousands of Cattle in Kansas,3,less info than 2,18,17,359,XejxEr2oK8Xk9CTJhxXZwKyEzL73,5,11,8
107,Wet Bulb Effect: The science behind this week's dangerous heat wave,1,most informative of central theme,18,17,259,NyunC9C1PYUuRhhMEXBz1YCdMQ02,4,11,11
108,Ancient fossils in the 'Cradle of Humankind' are more than 1 million years older than previously thought,6,unclear,18,18,819,original,0,19,17
109,New method reveals that early human ancestors lived  million years ago,5,not quite the central theme,18,18,683,uA2ctpMlrPWUQyFhAUak6O0xDEz1,5,19,11
110,researchers use burial dating to accurately date early human fossils,4,informs but unattractive,18,18,839,gpt3,1,19,10
111,Burial dating could help better chronicle human evolution,2,equally attractive and clear,18,18,602,rudzUe7r3LQRoyXDq2DnFEeLcnf1,4,19,8
112,Burial Dating Used to Estimate South African Cave Remains,1,informative,18,18,78,7qDm7De2l7ep8kn8fz4BUF52GF32,2,19,9
113,New dating technique sheds light on human evolution,2,attractive; could use word burial before dating to be perfect,18,18,577,qiebo7O3TBach9qu1AqrWu2cAB23,3,19,8
114,-COVID vaccines prevent millions of deaths worldwide,3,standard and attractive,18,19,347,XejxEr2oK8Xk9CTJhxXZwKyEzL73,5,8,7
115,"COVID vaccines prevented catastrophic outcomes, study finds",2,"equally informative, less attracitve",18,19,285,Q7vRyymjPXPsRTFcFU1pLE6s1Q63,3,8,7
116,"COVID vaccines saved 20M lives in 1st year, scientists say",1,most attractive and informative,18,19,808,original,0,8,10
117,Limited Global Vaccine Availability Costs Innumerable Lives,6,unclear with negative tone,18,19,390,Z1Iwjxc3JTVX87gD9pHXNdu3ubs2,2,8,7
118,"COVID vaccines averted  million deaths, says new study",4,unclear,18,19,318,RZI4FdNDcbgodjwzKAXc9so6YDW2,4,8,8
119,Nearly 20 million lives saved by COVID-19 vaccines in first year,3,standard and attractive,18,19,828,gpt3,1,8,11
0,Mapping the Seafloor: New technologies crucial for climate change,4,Climate change not a major part of article,13,0,127,CFhnIRlNuSSnz5UpZM17jMA3pUg1,5,16,9
1,Over % of global ocean floor now mapped,2,"Almost there, not as attractive",13,0,780,zcTj1C8lA5hhXbeimKr2rjgIfWu2,3,16,8
2,Seabed : Map the Gap Strategy Aims to Complete Picture of Earth's Ocean Bottom,5,Misrepresents Seabed 2030 as main subject of article,13,0,247,NyunC9C1PYUuRhhMEXBz1YCdMQ02,4,16,14
3,Nearly a quarter of Earth's seafloor now mapped,1,"Attractive, concise",13,0,816,original,0,16,8
4,"Less than 25% of ocean floor mapped, worldwide mariners urged to switch on sonar",6,"Not in good taste, sonar is small part of solution to the issue represented in article",13,0,53,7WX00yoU07X1UKaG8WH0cYKB25S2,2,16,14
5,"""23.4% of the Global Ocean Floor Has Been Mapped""",2,"Almost there, not as attractive",13,0,836,gpt3,1,16,9
6,US and Iran Discuss Nuclear Deals,5,Not really attractive; missing info,13,1,535,oniGMuSHR1Uxz4qKvfoKSPke6Z32,2,2,6
7,U.S.-Iran nuclear negotiations in Qatar end without breakthrough,3,Clear but needs more info,13,1,802,original,0,2,8
8,Indirect Talks Between Iran and U.S. End Without Breakthrough,2,Clear but not attractive,13,1,822,gpt3,1,2,9
9,Biden administration considering 'Plan B' options if diplomacy fails to salvage nuclear deal,6,Misdirects focus of article,13,1,135,CFhnIRlNuSSnz5UpZM17jMA3pUg1,5,2,13
10,Talks between Iran and US end without breakthrough,4,Clear and concise but missing info,13,1,362,YhliNBQ7AXhv9ccM5JCdenUVv0u1,4,2,8
11,EU Diplomat: Intense Talks Fail to Bring Progress on Iran Nuclear Deal,1,"Clear, attractive",13,1,767,y4Jkz9bu0IfHkFpBhXhTmcYiV0h1,3,2,12
12,Nearly complete baby mammoth remains discovered in northwestern Canada,1,"Clear, attractive, informative",13,2,713,uIQjNU1bgVfp0K8B7po65McKCZF2,5,17,9
13,"30,000-year-old baby woolly mammoth found in Canada",4,"OK, missing info",13,2,837,gpt3,1,17,7
